OBJECTID,OccurredFrom_Timestamp,OccurredThrough_Timestamp,Reported_Timestamp,Statute_Text,Statute_Description,Weapon_Description,Larceny_Type,Location_Type,x,y
14612,1584555660000,1584555660000,1584570060000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.63661930312914,43.199785855258995
14643,1583787600000,1583825400000,1583841480000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Other Outside Location,-77.6180921151753,43.118808483315135
14644,1582022100000,1582022100000,1582054500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.6180921151753,43.118808483315135
14660,1583443800000,1583487000000,1583505300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.61571607133804,43.150906372772425
14678,1582891260000,1582891500000,1583876400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.5914237993184,43.15247602928789
14800,1584554400000,1584588900000,1584619500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.61216824589029,43.15002913680502
14813,1584705600000,1584901860000,1584916260000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Single Family Home,-77.54913315647829,43.16021380152079
14882,1584661200000,1584661200000,1584676080000,Larceny,Grand Larceny 4th: Property Taken From Person               ,* No Weapon Specified *,Purse-snatching,Street,-77.6075084069974,43.15941442233727
14986,1584219600000,1584280800000,1584319500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.62383025721167,43.13820875272067
15119,1584390240000,1584390240000,1584404640000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.61277642919273,43.17460614421353
15208,1584410400000,1584423000000,1584438300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Yard,-77.6026192380807,43.17648042368504
15314,1583719200000,1583763300000,1583778600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.64357948074607,43.20221446597206
15365,1585560600000,1585560600000,1585575120000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,-77.6196424253518,43.1788911148524
15432,1581984060000,1581991200000,1582057440000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,-77.55228727378218,43.15149788126416
15437,1583080200000,1583137800000,1583157300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.59444606818779,43.18456500126529
15560,1585069200000,1585130400000,1585145340000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Auto Shop,-77.6462142766581,43.20314876222442
15648,1582107240000,1582107240000,1582125240000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,-77.60738076975369,43.15972332114489
15675,1583235180000,1583235180000,1583765700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Residential,-77.57678601200996,43.172095724902846
15939,1582038000000,1582041600000,1582130100000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.5493594106719,43.15548191021294
16025,1584543480000,1584543480000,1584557880000,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,* No Weapon Specified *,All Other Larcenies,Street,-77.61578994693562,43.15573163358838
16375,1582428480000,1582428780000,1582474740000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.63327250462619,43.16357247900879
16395,1582118280000,1582118280000,1583180400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Retail Store,-77.62786332684107,43.15247210297167
16558,1581775200000,1581802200000,1581825180000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.61724923858513,43.12323456132075
16703,1581760020000,1581760020000,1581778020000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,-77.58267679319636,43.164160642250536
16813,1583240580000,1583240580000,1583258580000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.61360579668431,43.185146704609
16860,1584703140000,1584703140000,1584717540000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.63022322887423,43.171482971378865
16890,1581508800000,1581509700000,1581602400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Drug Store,-77.61339517758759,43.17922312812259
16941,1582330500000,1582362000000,1582400400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.60585679822677,43.18549699841005
16993,1581336000000,1581365460000,1581383460000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.62578084601495,43.17745349605411
17077,1582300800000,1582300800000,1582580400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.59794843602045,43.14043803719754
17228,1582858020000,1582858020000,1582876020000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.59060662114842,43.17679437656333
17324,1584194400000,1584212280000,1584226680000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.63320005415125,43.1810834587129
17402,1581423300000,1581447600000,1581468060000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.61953700407192,43.19120169082902
17599,1582844400000,1582881180000,1582899900000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,-77.63899373851497,43.18079751192098
17600,1582326000000,1582365600000,1582391220000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,-77.63899373851497,43.18079751192098
17661,1581054180000,1581055980000,1581072180000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,All Other Larcenies,Hospital,-77.62435792572026,43.12360794627447
17849,1582579800000,1582579800000,1582602000000,Aggravated Assault,Menacing 2nd: Weapon                                        ,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,-77.57336450083946,43.180454521568976
17897,1582563600000,1582568100000,1582593180000,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.64389589016645,43.148005721237055
18008,1581740520000,1582068600000,1582087260000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.5850510788361,43.17673086842177
18069,1585083600000,1585083600000,1585098360000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Gas Station,-77.63910937877091,43.17961741878537
18409,1584917280000,1584917700000,1584932100000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,-77.6120949754085,43.15530127048108
18414,1584201600000,1584201600000,1584217740000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Semiautomatic Handgun,* No Larceny Type Specified *,Yard,-77.58313184583118,43.186796928597296
18419,1583393940000,1583393940000,1583411940000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.5520879339465,43.1518197701669
18442,1582467180000,1582495200000,1582993980000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.57737569119324,43.14545068774388
18500,1585187400000,1585187940000,1585204380000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.63378159267798,43.15043442543028
18501,1584816000000,1584816000000,1584830940000,Aggravated Assault,Menacing 2nd: Weapon                                        ,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Gas Station,-77.63378159267798,43.15043442543028
18502,1581529920000,1581529920000,1581550020000,Robbery,Robbery 2nd: Aided By Another                               ,Personal Weapons,* No Larceny Type Specified *,Street,-77.63378159267798,43.15043442543028
18503,1581287400000,1581289200000,1581307500000,Larceny,Grand Larceny 4th: Property Taken From Person               ,* No Weapon Specified *,All Other Larcenies,Gas Station,-77.63378159267798,43.15043442543028
18585,1581076800000,1581109980000,1581127980000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,-77.62966662382749,43.15156074911239
18629,1584660180000,1584660180000,1584674580000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Firearm,* No Larceny Type Specified *,Street,-77.64678474286713,43.14371073206573
18634,1582347600000,1582380000000,1582400880000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.60699535349252,43.18571171514201
18645,1584933000000,1584933000000,1584947400000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Other Retail Store,-77.6333266908833,43.15057891029261
18712,1581352200000,1581413400000,1581450780000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.64839597521913,43.127911288963425
18762,1584909000000,1584918000000,1585769460000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Parking Lot,-77.6127752281908,43.19240413200613
19040,1582077060000,1582077060000,1582095060000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,-77.62123743748178,43.15388673639678
19108,1583971800000,1583974800000,1584110100000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Bar,-77.62355831321126,43.15333695152933
19109,1583545200000,1583547300000,1583565840000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.62355831321126,43.15333695152933
19478,1580795280000,1580796840000,1580814960000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,-77.6421641537083,43.18988789446257
19610,1581436320000,1581436320000,1581454320000,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,* No Weapon Specified *,All Other Larcenies,Church,-77.62808629642741,43.15922900075488
19888,1581087600000,1582115040000,1582134300000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,Theft from Building,Single Family Home,-77.64054787628679,43.13245782378997
19892,1581688800000,1581692400000,1581747960000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.58292511178846,43.16284712032088
19927,1581771600000,1581926400000,1582292700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.61316443209607,43.17565671094944
20398,1585382340000,1585382580000,1585397040000,Robbery,Robbery 1st: Cause Serious Injury                           ,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,-77.61966967985072,43.14253705938335
20403,1581411600000,1581458400000,1581688500000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.64896319717303,43.14797520856105
20459,1584258600000,1584258600000,1584281760000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.61281574112961,43.178056155728896
20525,1583762760000,1583763000000,1584059100000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.63611183305702,43.1873108758392
20941,1583611200000,1583634600000,1583938800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Public Access Building,-77.58799619905982,43.16190955504234
21051,1581526800000,1582650000000,1583852100000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.60436468161252,43.16056193041103
21081,1585119300000,1585119300000,1585136700000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Other Retail Store,-77.61239804338445,43.1725282365614
21094,1580842800000,1580850000000,1581003300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.59670307615472,43.18195960433752
21095,1580936400000,1580968800000,1580988600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Yard,-77.59670307615472,43.18195960433752
21189,1582524000000,1582571640000,1582589640000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.64311328357968,43.1854965647106
21193,1582997400000,1583061300000,1583079900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Yard,-77.59820237479101,43.18069627392428
21196,1582726200000,1582726200000,1583172000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.62864442509016,43.15196772403809
21234,1584442800000,1584461700000,1584480600000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.61305295102103,43.189586763234175
21395,1581112800000,1581120000000,1581139080000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.62230237498505,43.1787467287712
21401,1584357000000,1584364620000,1584376320000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Building,-77.6299455042831,43.13063489926077
21403,1581692400000,1581703200000,1582056600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.60561202070556,43.19056592947377
21740,1584436500000,1584457500000,1584473400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Garage,-77.59970666320996,43.158175317049384
22280,1584738000000,1584741300000,1584755700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,College,-77.62670099824422,43.129819000370816
22281,1581606480000,1583762400000,1583777100000,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.62670099824422,43.129819000370816
22282,1581098400000,1581278400000,1581431220000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,College,-77.62670099824422,43.129819000370816
22283,1581350400000,1581371700000,1581384960000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,All Other Larcenies,Other Residential,-77.62670099824422,43.129819000370816
22284,1580869020000,1580869200000,1580887020000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,School,-77.62670099824422,43.129819000370816
22834,1582737420000,1582738200000,1582897200000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,All Other Larcenies,Variety/Convenience Store,-77.63418240064719,43.18546302380606
22856,1584651000000,1584651240000,1584665640000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.63665743130808,43.13595935577508
22882,1584111600000,1584133200000,1584193800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Parking Lot,-77.57900163159943,43.16891873724123
22883,1581437640000,1581437640000,1581455640000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Drug Store,-77.57900163159943,43.16891873724123
22955,1583913600000,1583935200000,1583952900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.57671336052351,43.15897278813518
22956,1583332740000,1583332740000,1583420700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.57671336052351,43.15897278813518
23090,1585382400000,1585382400000,1585426200000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Other Residential,-77.64231333359868,43.1819573415469
23245,1583938800000,1583952000000,1583967000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,-77.6477943994971,43.14049627732976
23246,1582248360000,1582248420000,1582499580000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Gas Station,-77.6477943994971,43.14049627732976
23275,1584657000000,1584657000000,1584729900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Doctor's Office,-77.59918342563789,43.14213409184496
23526,1585159200000,1585296000000,1585313700000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.6484426665086,43.166078991513
23815,1584295200000,1584349200000,1584368700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.59330270498434,43.149245189628786
23924,1582416000000,1582446600000,1582469160000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.63854269105562,43.186533223164275
23925,1581958860000,1581958860000,1581976860000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,-77.63854269105562,43.186533223164275
23973,1584463680000,1584463680000,1584485400000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.59170122715587,43.175241361473034
23974,1583355600000,1583355600000,1583399160000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.59170122715587,43.175241361473034
24009,1584531000000,1584533100000,1584547500000,Aggravated Assault,Menacing 2nd: Weapon                                        ,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Street,-77.58843592702573,43.18210765916674
24157,1583856000000,1583856000000,1583882460000,Robbery,Robbery 2nd: Displays What Appears To Be a Firearm          ,Firearm,* No Larceny Type Specified *,Street,-77.64301005322983,43.150607454358784
24221,1585535400000,1585535400000,1585550580000,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.639491952303,43.16882165842594
24232,1582053900000,1582053900000,1582119600000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Variety/Convenience Store,-77.5903980865082,43.17611949637123
24350,1582572600000,1582648800000,1582667880000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.6439889994761,43.16886164099263
24621,1582754400000,1582786800000,1582804800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,-77.58996699336407,43.17284249331254
24781,1583870580000,1583870580000,1583884980000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Semiautomatic Handgun,* No Larceny Type Specified *,Street,-77.61508808313391,43.19673234399651
25208,1585690200000,1585731000000,1585749600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.6137915457275,43.12730384594129
25331,1582559100000,1582561800000,1582648200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.59790633829851,43.16456085508439
25461,1583858700000,1583907780000,1583922180000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,-77.55981528508802,43.14008813724961
26028,1581778800000,1581787800000,1581897600000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.5774583578004,43.18594418799729
26032,1582794480000,1582795620000,1582825800000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.61217431911798,43.256781374193416
26061,1582481400000,1582481400000,1582499700000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Blunt Object,* No Larceny Type Specified *,Yard,-77.61211443170917,43.17905230517374
26276,1583089200000,1583132400000,1583154000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.62619336244992,43.162529557143024
26298,1583449200000,1583528400000,1583626980000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.65232238135222,43.141458055929625
26411,1583514000000,1583514180000,1583533620000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,-77.6060438947527,43.147363499386984
26465,1584556200000,1584609000000,1584624600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.61580813839115,43.1505636552876
26475,1581900120000,1581900120000,1581918120000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,-77.6448606646166,43.19068639160634
26483,1585605600000,1585655400000,1585670580000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Yard,-77.63857506041045,43.21679932074117
26527,1582243200000,1583280000000,1583768820000,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,* No Weapon Specified *,All Other Larcenies,Other Business Office,-77.55170755071295,43.14664249045071
26591,1583760600000,1583838000000,1583858400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Parking Lot,-77.6277026179244,43.24168180828567
26711,1584093600000,1584093600000,1584108900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.603278365439,43.180991293712694
26720,1582478100000,1582564500000,1582572120000,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.65028389530778,43.15267277499392
26734,1584784800000,1584987480000,1585001880000,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.57322030350072,43.1520881923697
26763,1581357600000,1581418800000,1581443700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.63675068700907,43.184071149060166
26764,1581282000000,1581336000000,1581369900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.63675068700907,43.184071149060166
26779,1581321600000,1581343200000,1581361200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Garage,-77.63229493422304,43.18295838282848
26882,1580805000000,1580805000000,1580828460000,Aggravated Assault,Assault 3rd: With Crim Negligence Cause Injury With Weapon/I,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,-77.5959012714974,43.186641878553715
26941,1582164960000,1582165260000,1582183260000,Robbery,Robbery 2nd: Aided By Another                               ,Semiautomatic Handgun,* No Larceny Type Specified *,Single Family Home,-77.59322978681887,43.18177910516481
27131,1584039600000,1584048300000,1584064800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.63925743588929,43.19800337508511
27263,1582122600000,1582181100000,1582212660000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Other Commercial Service Location,-77.66955111357078,43.16127485543754
27311,1584118800000,1584187200000,1584214260000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.59298017126427,43.183208546063085
27331,1581651000000,1581652800000,1581670080000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Other Business Office,-77.62806727299505,43.153314718683056
27332,1581251580000,1581251580000,1581269640000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Other Public Access Building,-77.62806727299505,43.153314718683056
27458,1581699600000,1581921780000,1581939780000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Parking Lot,-77.66434005158357,43.17338116451647
27539,1583251200000,1583256600000,1583281920000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Business Office,-77.66070848271875,43.1795085780782
27631,1584544320000,1584544320000,1584558720000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,-77.62916096922878,43.142490135874674
27742,1585071000000,1585123260000,1585139220000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Gas Station,-77.61510993357335,43.12487167128335
27882,1583076600000,1583090100000,1583108520000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.57809845860007,43.14834144010059
28013,1584243180000,1584243180000,1584257580000,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.58313283041561,43.13873583989796
28104,1585562400000,1585562400000,1585579200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.63179567185034,43.179204539451796
28174,1582224600000,1582225320000,1582243080000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Drug Store,-77.62975907774157,43.192971810016935
28261,1582920000000,1583312400000,1583336700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Single Family Home,-77.64031181666029,43.168186709263
28291,1584730620000,1584730620000,1584745020000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.6219311344239,43.1731259110119
28301,1582063200000,1582063800000,1582083540000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Firearm,* No Larceny Type Specified *,Multiple Dwelling,-77.65743356407152,43.13771644415975
28305,1581552000000,1581552000000,1582214340000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Financial Institution,-77.62010871038451,43.16131699584334
28381,1584640140000,1584640140000,1584654540000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.63636992618746,43.13468200460512
28382,1584543840000,1584543840000,1584558240000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.63636992618746,43.13468200460512
28514,1580909700000,1580909700000,1580929020000,Robbery,Robbery 2nd: Aided By Another                               ,Personal Weapons,* No Larceny Type Specified *,Street,-77.63655393563282,43.16453221593453
28658,1582137600000,1582138800000,1582205640000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Other Commercial Service Location,-77.59814585292406,43.167428005168865
28730,1582200000000,1582200000000,1584974100000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Residential Facility,-77.54495315981882,43.148918377643476
28757,1585109580000,1585109700000,1585124160000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Grocery/Supermarket,-77.59562802789276,43.16965789221155
